"cds_id","gene","locus_tag","protein","protein_id"
"lcl_NZ_CP166677.1_cds_WP_054019364.1_4376","ugpA","ABFT21_RS22085","sn-glycerol-3-phosphate ABC transporter permease UgpA","WP_054019364.1"
"lcl_NZ_CP166677.1_cds_WP_054019363.1_4377","ugpE","ABFT21_RS22090","sn-glycerol-3-phosphate ABC transporter permease UgpE","WP_054019363.1"
"lcl_NZ_CP166677.1_cds_WP_054019362.1_4378",NA,"ABFT21_RS22095","sn-glycerol-3-phosphate import ATP-binding protein UgpC","WP_054019362.1"
"lcl_NZ_CP166677.1_cds_WP_054019361.1_4379","ugpQ","ABFT21_RS22100","glycerophosphodiester phosphodiesterase","WP_054019361.1"
"lcl_NZ_CP166677.1_cds_WP_157548754.1_4380",NA,"ABFT21_RS22105","hypothetical protein","WP_157548754.1"
"lcl_NZ_CP166677.1_cds_WP_231638044.1_4381",NA,"ABFT21_RS22110","MFS transporter","WP_231638044.1"
"lcl_NZ_CP166677.1_cds_WP_054019360.1_4382","argJ","ABFT21_RS22115","bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ","WP_054019360.1"
"lcl_NZ_CP166677.1_cds_WP_054019359.1_4383","secA","ABFT21_RS22120","preprotein translocase subunit SecA","WP_054019359.1"
"lcl_NZ_CP166677.1_cds_WP_054019358.1_4384",NA,"ABFT21_RS22125","M23 family metallopeptidase","WP_054019358.1"
"lcl_NZ_CP166677.1_cds_WP_054019357.1_4385",NA,"ABFT21_RS22130","DciA family protein","WP_054019357.1"
"lcl_NZ_CP166677.1_cds_WP_157548752.1_4386",NA,"ABFT21_RS22135","DUF6627 family protein","WP_157548752.1"
"lcl_NZ_CP166677.1_cds_WP_054019355.1_4387",NA,"ABFT21_RS22140","amidohydrolase family protein","WP_054019355.1"
"lcl_NZ_CP166677.1_cds_WP_054019354.1_4388",NA,"ABFT21_RS22145","SDR family NAD(P)-dependent oxidoreductase","WP_054019354.1"
"lcl_NZ_CP166677.1_cds_WP_054019353.1_4389",NA,"ABFT21_RS22155","ClpXP protease specificity-enhancing factor","WP_054019353.1"
"lcl_NZ_CP166677.1_cds_WP_054019352.1_4390",NA,"ABFT21_RS22160","glutathione S-transferase N-terminal domain-containing protein","WP_054019352.1"
"lcl_NZ_CP166677.1_cds_WP_054019351.1_4391",NA,"ABFT21_RS22165","cytochrome c1","WP_054019351.1"
"lcl_NZ_CP166677.1_cds_WP_054019350.1_4392",NA,"ABFT21_RS22170","cytochrome b","WP_054019350.1"
"lcl_NZ_CP166677.1_cds_WP_054019349.1_4393","petA","ABFT21_RS22175","ubiquinol-cytochrome c reductase iron-sulfur subunit","WP_054019349.1"
"lcl_NZ_CP166677.1_cds_WP_054019348.1_4394","mscL","ABFT21_RS22180","large conductance mechanosensitive channel protein MscL","WP_054019348.1"
"lcl_NZ_CP166677.1_cds_WP_231638043.1_4395","pdxA","ABFT21_RS22185","4-hydroxythreonine-4-phosphate dehydrogenase PdxA","WP_231638043.1"
"lcl_NZ_CP166677.1_cds_WP_054019347.1_4396",NA,"ABFT21_RS22190","Nif3-like dinuclear metal center hexameric protein","WP_054019347.1"
"lcl_NZ_CP166677.1_cds_WP_054019346.1_4397",NA,"ABFT21_RS22195","trypsin-like peptidase domain-containing protein","WP_054019346.1"
"lcl_NZ_CP166677.1_cds_WP_054019345.1_4398","tatC","ABFT21_RS22200","twin-arginine translocase subunit TatC","WP_054019345.1"
"lcl_NZ_CP166677.1_cds_WP_054019344.1_4399","tatB","ABFT21_RS22205","Sec-independent protein translocase protein TatB","WP_054019344.1"
"lcl_NZ_CP166677.1_cds_WP_054019343.1_4400","tatA","ABFT21_RS22210","Sec-independent protein translocase subunit TatA","WP_054019343.1"
"lcl_NZ_CP166677.1_cds_WP_054019342.1_4401",NA,"ABFT21_RS22215","histidine triad nucleotide-binding protein","WP_054019342.1"
"lcl_NZ_CP166677.1_cds_WP_054019341.1_4402",NA,"ABFT21_RS22220","DUF4870 family protein","WP_054019341.1"
"lcl_NZ_CP166677.1_cds_WP_054019340.1_4403",NA,"ABFT21_RS22225","phosphoribosyl-ATP diphosphatase","WP_054019340.1"
"lcl_NZ_CP166677.1_cds_WP_054019339.1_4404","hisI","ABFT21_RS22230","phosphoribosyl-AMP cyclohydrolase","WP_054019339.1"
"lcl_NZ_CP166677.1_cds_WP_054019401.1_4405",NA,"ABFT21_RS22235","NUDIX domain-containing protein","WP_054019401.1"
"lcl_NZ_CP166677.1_cds_WP_054019338.1_4406",NA,"ABFT21_RS22240","ATP-binding protein","WP_054019338.1"
"lcl_NZ_CP166677.1_cds_WP_054019337.1_4407","pdeM","ABFT21_RS22245","ligase-associated DNA damage response endonuclease PdeM","WP_054019337.1"
"lcl_NZ_CP166677.1_cds_WP_082368085.1_4408","slmA","ABFT21_RS22250","nucleoid occlusion factor SlmA","WP_082368085.1"
"lcl_NZ_CP166677.1_cds_WP_463938182.1_4409",NA,"ABFT21_RS22255","HAD-IA family hydrolase","WP_463938182.1"
"lcl_NZ_CP166677.1_cds_WP_054019336.1_4410",NA,"ABFT21_RS22260","DMT family transporter","WP_054019336.1"
"lcl_NZ_CP166677.1_cds_WP_054019335.1_4411","argB","ABFT21_RS22265","acetylglutamate kinase","WP_054019335.1"
"lcl_NZ_CP166677.1_cds_WP_054019334.1_4412","ruvC","ABFT21_RS22270","crossover junction endodeoxyribonuclease RuvC","WP_054019334.1"
"lcl_NZ_CP166677.1_cds_WP_054019333.1_4413",NA,"ABFT21_RS22275","phosphatidate cytidylyltransferase","WP_054019333.1"
"lcl_NZ_CP166677.1_cds_WP_054019332.1_4414",NA,"ABFT21_RS22280","lysophospholipid acyltransferase family protein","WP_054019332.1"
"lcl_NZ_CP166677.1_cds_WP_054019331.1_4415","purH","ABFT21_RS22285","bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase","WP_054019331.1"
"lcl_NZ_CP166677.1_cds_WP_054019398.1_4416",NA,"ABFT21_RS22290","helix-turn-helix domain-containing protein","WP_054019398.1"
"lcl_NZ_CP166677.1_cds_WP_054019397.1_4417","dusB","ABFT21_RS22295","tRNA dihydrouridine synthase DusB","WP_054019397.1"
"lcl_NZ_CP166677.1_cds_WP_054019330.1_4418",NA,"ABFT21_RS22300","YqaA family protein","WP_054019330.1"
"lcl_NZ_CP166677.1_cds_WP_054019329.1_4419",NA,"ABFT21_RS22305","phasin family protein","WP_054019329.1"
"lcl_NZ_CP166677.1_cds_WP_054019328.1_4420",NA,"ABFT21_RS22310","SDR family oxidoreductase","WP_054019328.1"
"lcl_NZ_CP166677.1_cds_WP_054019327.1_4421",NA,"ABFT21_RS22315","ribonuclease catalytic domain-containing protein","WP_054019327.1"
"lcl_NZ_CP166677.1_cds_WP_054019396.1_4422",NA,"ABFT21_RS22320","energy transducer TonB","WP_054019396.1"
"lcl_NZ_CP166677.1_cds_WP_054019326.1_4423","aroE","ABFT21_RS22325","shikimate dehydrogenase","WP_054019326.1"
"lcl_NZ_CP166677.1_cds_WP_082368084.1_4424",NA,"ABFT21_RS22330","transglycosylase domain-containing protein","WP_082368084.1"
"lcl_NZ_CP166677.1_cds_WP_054019325.1_4425",NA,"ABFT21_RS22335","hypothetical protein","WP_054019325.1"
"lcl_NZ_CP166677.1_cds_WP_054019324.1_4426",NA,"ABFT21_RS22340","TlpA disulfide reductase family protein","WP_054019324.1"
"lcl_NZ_CP166677.1_cds_WP_054019323.1_4427","aroQ","ABFT21_RS22345","type II 3-dehydroquinate dehydratase","WP_054019323.1"
"lcl_NZ_CP166677.1_cds_WP_054019322.1_4428","accB","ABFT21_RS22350","acetyl-CoA carboxylase biotin carboxyl carrier protein","WP_054019322.1"
"lcl_NZ_CP166677.1_cds_WP_054019321.1_4429","accC","ABFT21_RS22355","acetyl-CoA carboxylase biotin carboxylase subunit","WP_054019321.1"
"lcl_NZ_CP166677.1_cds_WP_054019320.1_4430","prmA","ABFT21_RS22360","50S ribosomal protein L11 methyltransferase","WP_054019320.1"
"lcl_NZ_CP166677.1_cds_WP_054019319.1_4431",NA,"ABFT21_RS22365","zinc-ribbon and DUF3426 domain-containing protein","WP_054019319.1"
"lcl_NZ_CP166677.1_cds_WP_054019318.1_4432",NA,"ABFT21_RS22370","carbohydrate kinase family protein","WP_054019318.1"
"lcl_NZ_CP166677.1_cds_WP_054019317.1_4433",NA,"ABFT21_RS22375","hypothetical protein","WP_054019317.1"
"lcl_NZ_CP166677.1_cds_WP_054019316.1_4434",NA,"ABFT21_RS22380","ribonucleotide-diphosphate reductase subunit beta","WP_054019316.1"
"lcl_NZ_CP166677.1_cds_WP_054019315.1_4435",NA,"ABFT21_RS22385","ribonucleoside-diphosphate reductase subunit alpha","WP_054019315.1"
"lcl_NZ_CP166677.1_cds_WP_231638041.1_4436",NA,"ABFT21_RS22390","sigma-54-dependent transcriptional regulator","WP_231638041.1"
"lcl_NZ_CP166677.1_cds_WP_054019314.1_4437",NA,"ABFT21_RS22395","sensor histidine kinase","WP_054019314.1"
"lcl_NZ_CP166677.1_cds_WP_054019313.1_4438",NA,"ABFT21_RS22400","PP0621 family protein","WP_054019313.1"
"lcl_NZ_CP166677.1_cds_WP_054019312.1_4439",NA,"ABFT21_RS22405","cytochrome C assembly family protein","WP_054019312.1"
"lcl_NZ_CP166677.1_cds_WP_054019311.1_4440","ffh","ABFT21_RS22410","signal recognition particle protein","WP_054019311.1"
"lcl_NZ_CP166677.1_cds_WP_231638046.1_4441","ftsY","ABFT21_RS22415","signal recognition particle-docking protein FtsY","WP_231638046.1"
"lcl_NZ_CP166677.1_cds_WP_054019310.1_4442",NA,"ABFT21_RS22425","BON domain-containing protein","WP_054019310.1"
"lcl_NZ_CP166677.1_cds_WP_054019309.1_4443",NA,"ABFT21_RS22430","DUF2177 family protein","WP_054019309.1"
"lcl_NZ_CP166677.1_cds_WP_054019308.1_4444",NA,"ABFT21_RS22435","hypothetical protein","WP_054019308.1"
"lcl_NZ_CP166677.1_cds_WP_157548747.1_4445",NA,"ABFT21_RS22440","hypothetical protein","WP_157548747.1"
"lcl_NZ_CP166677.1_cds_WP_231638040.1_4446",NA,"ABFT21_RS22445","transglutaminase-like domain-containing protein","WP_231638040.1"
"lcl_NZ_CP166677.1_cds_WP_082368080.1_4447",NA,"ABFT21_RS22450","YihY/virulence factor BrkB family protein","WP_082368080.1"
"lcl_NZ_CP166677.1_cds_WP_054019306.1_4448",NA,"ABFT21_RS22455","hypothetical protein","WP_054019306.1"
"lcl_NZ_CP166677.1_cds_WP_082368079.1_4449",NA,"ABFT21_RS22460","DUF1328 family protein","WP_082368079.1"
"lcl_NZ_CP166677.1_cds_WP_054019305.1_4450",NA,"ABFT21_RS22465","CsbD family protein","WP_054019305.1"
"lcl_NZ_CP166677.1_cds_WP_054019304.1_4451",NA,"ABFT21_RS22470","hypothetical protein","WP_054019304.1"
"lcl_NZ_CP166677.1_cds_WP_054019303.1_4452",NA,"ABFT21_RS22475","hypothetical protein","WP_054019303.1"
"lcl_NZ_CP166677.1_cds_WP_054019302.1_4453",NA,"ABFT21_RS22480","hypothetical protein","WP_054019302.1"
"lcl_NZ_CP166677.1_cds_WP_082368078.1_4454",NA,"ABFT21_RS22485","Crp/Fnr family transcriptional regulator","WP_082368078.1"
"lcl_NZ_CP166677.1_cds_WP_480338507.1_4455",NA,"ABFT21_RS22490","BON domain-containing protein","WP_480338507.1"
"lcl_NZ_CP166677.1_cds_WP_054019300.1_4456",NA,"ABFT21_RS22495","zinc-binding metallopeptidase family protein","WP_054019300.1"
"lcl_NZ_CP166677.1_cds_WP_054019299.1_4457",NA,"ABFT21_RS22500","thermonuclease family protein","WP_054019299.1"
"lcl_NZ_CP166677.1_cds_WP_054019298.1_4458",NA,"ABFT21_RS22505","class II glutamine amidotransferase","WP_054019298.1"
"lcl_NZ_CP166677.1_cds_WP_259375150.1_4459","gshA","ABFT21_RS22510","glutamate--cysteine ligase","WP_259375150.1"
"lcl_NZ_CP166677.1_cds_WP_197284592.1_4460",NA,"ABFT21_RS22515","adenylate/guanylate cyclase domain-containing protein","WP_197284592.1"
"lcl_NZ_CP166677.1_cds_WP_054019296.1_4461","recC","ABFT21_RS22520","exodeoxyribonuclease V subunit gamma","WP_054019296.1"
"lcl_NZ_CP166677.1_cds_WP_054019295.1_4462",NA,"ABFT21_RS22525","UvrD-helicase domain-containing protein","WP_054019295.1"
"lcl_NZ_CP166677.1_cds_WP_082368086.1_4463","recD","ABFT21_RS22530","exodeoxyribonuclease V subunit alpha","WP_082368086.1"
"lcl_NZ_CP166677.1_cds_WP_054019294.1_4464",NA,"ABFT21_RS22535","Mor transcription activator family protein","WP_054019294.1"
"lcl_NZ_CP166677.1_cds_WP_157548739.1_4465",NA,"ABFT21_RS22540","hypothetical protein","WP_157548739.1"
"lcl_NZ_CP166677.1_cds_WP_054019292.1_4466",NA,"ABFT21_RS22545","hypothetical protein","WP_054019292.1"
"lcl_NZ_CP166677.1_cds_WP_480339161.1_4467",NA,"ABFT21_RS22550","ATP-binding protein","WP_480339161.1"
"lcl_NZ_CP166677.1_cds_WP_054019291.1_4468",NA,"ABFT21_RS22555","hypothetical protein","WP_054019291.1"
"lcl_NZ_CP166677.1_cds_WP_054019387.1_4469",NA,"ABFT21_RS22560","IS1595 family transposase","WP_054019387.1"
"lcl_NZ_CP166677.1_cds_WP_054019290.1_4470",NA,"ABFT21_RS22565","hypothetical protein","WP_054019290.1"
"lcl_NZ_CP166677.1_cds_WP_054019289.1_4471",NA,"ABFT21_RS22570","4-oxalocrotonate tautomerase","WP_054019289.1"
"lcl_NZ_CP166677.1_cds_WP_054019288.1_4472",NA,"ABFT21_RS22575","class I SAM-dependent DNA methyltransferase","WP_054019288.1"
"lcl_NZ_CP166677.1_cds_WP_054019287.1_4473",NA,"ABFT21_RS22580","FAD-binding oxidoreductase","WP_054019287.1"
"lcl_NZ_CP166677.1_cds_WP_054019386.1_4474",NA,"ABFT21_RS22585","glutathione S-transferase","WP_054019386.1"
"lcl_NZ_CP166677.1_cds_WP_082368077.1_4475",NA,"ABFT21_RS22590","ATP-binding protein","WP_082368077.1"
"lcl_NZ_CP166677.1_cds_WP_054019286.1_4476",NA,"ABFT21_RS22595","response regulator transcription factor","WP_054019286.1"
"lcl_NZ_CP166677.1_cds_WP_054019285.1_4477",NA,"ABFT21_RS22600","sensor histidine kinase","WP_054019285.1"
"lcl_NZ_CP166677.1_cds_WP_054019284.1_4478",NA,"ABFT21_RS22605","phosphatase PAP2 family protein","WP_054019284.1"
"lcl_NZ_CP166677.1_cds_WP_082368076.1_4479",NA,"ABFT21_RS22610","phosphoethanolamine transferase","WP_082368076.1"
"lcl_NZ_CP166677.1_cds_WP_082368075.1_4480",NA,"ABFT21_RS22615","diacylglycerol kinase","WP_082368075.1"
"lcl_NZ_CP166677.1_cds_WP_054019283.1_4481",NA,"ABFT21_RS22620","DnaJ family domain-containing protein","WP_054019283.1"
"lcl_NZ_CP166677.1_cds_WP_054019282.1_4482",NA,"ABFT21_RS22625","VWA domain-containing protein","WP_054019282.1"
"lcl_NZ_CP166677.1_cds_WP_054019281.1_4483",NA,"ABFT21_RS22630","DUF58 domain-containing protein","WP_054019281.1"
"lcl_NZ_CP166677.1_cds_WP_054019280.1_4484",NA,"ABFT21_RS22635","AAA family ATPase","WP_054019280.1"
"lcl_NZ_CP166677.1_cds_WP_082368074.1_4485",NA,"ABFT21_RS22640","S1C family serine protease","WP_082368074.1"
"lcl_NZ_CP166677.1_cds_WP_054019382.1_4486",NA,"ABFT21_RS22645","TatD family hydrolase","WP_054019382.1"
"lcl_NZ_CP166677.1_cds_WP_082368073.1_4487",NA,"ABFT21_RS22650","DNA-deoxyinosine glycosylase","WP_082368073.1"
"lcl_NZ_CP166677.1_cds_WP_231638039.1_4488",NA,"ABFT21_RS22655","class I SAM-dependent methyltransferase","WP_231638039.1"
"lcl_NZ_CP166677.1_cds_WP_082368072.1_4489",NA,"ABFT21_RS22660","GspE/PulE family protein","WP_082368072.1"
"lcl_NZ_CP166677.1_cds_WP_054019279.1_4490",NA,"ABFT21_RS22665","cupin domain-containing protein","WP_054019279.1"
"lcl_NZ_CP166677.1_cds_WP_054019278.1_4491",NA,"ABFT21_RS22670","GntR family transcriptional regulator","WP_054019278.1"
"lcl_NZ_CP166677.1_cds_WP_054019277.1_4492",NA,"ABFT21_RS22675","hypothetical protein","WP_054019277.1"
"lcl_NZ_CP166677.1_cds_WP_054019276.1_4493","dctP","ABFT21_RS22680","TRAP transporter substrate-binding protein DctP","WP_054019276.1"
"lcl_NZ_CP166677.1_cds_WP_054019275.1_4494",NA,"ABFT21_RS22685","TRAP transporter small permease subunit","WP_054019275.1"
"lcl_NZ_CP166677.1_cds_WP_054019274.1_4495",NA,"ABFT21_RS22690","TRAP transporter large permease","WP_054019274.1"
"lcl_NZ_CP166677.1_cds_WP_054019273.1_4496",NA,"ABFT21_RS22695","FAD-dependent oxidoreductase","WP_054019273.1"
"lcl_NZ_CP166677.1_cds_WP_054019272.1_4497",NA,"ABFT21_RS22700","phytanoyl-CoA dioxygenase family protein","WP_054019272.1"
"lcl_NZ_CP166677.1_cds_WP_054019271.1_4498","panB","ABFT21_RS22705","3-methyl-2-oxobutanoate hydroxymethyltransferase","WP_054019271.1"
"lcl_NZ_CP166677.1_cds_WP_054019270.1_4499",NA,"ABFT21_RS22710","helix-turn-helix domain-containing protein","WP_054019270.1"
"lcl_NZ_CP166677.1_cds_WP_054019269.1_4500",NA,"ABFT21_RS22715","type II toxin-antitoxin system RelE family toxin","WP_054019269.1"
"lcl_NZ_CP166677.1_cds_WP_054019268.1_4501",NA,"ABFT21_RS22720","hypothetical protein","WP_054019268.1"
"lcl_NZ_CP166677.1_cds_WP_054019267.1_4502",NA,"ABFT21_RS22725","C4-dicarboxylate transporter DctA","WP_054019267.1"
"lcl_NZ_CP166677.1_cds_WP_054019266.1_4503",NA,"ABFT21_RS22730","GntR family transcriptional regulator","WP_054019266.1"
"lcl_NZ_CP166677.1_cds_WP_054019265.1_4504",NA,"ABFT21_RS22735","NADPH-dependent FMN reductase","WP_054019265.1"
"lcl_NZ_CP166677.1_cds_WP_054019264.1_4505",NA,"ABFT21_RS22740","tetratricopeptide repeat protein","WP_054019264.1"
"lcl_NZ_CP166677.1_cds_WP_054019263.1_4506",NA,"ABFT21_RS22745","LysR family transcriptional regulator","WP_054019263.1"
"lcl_NZ_CP166677.1_cds_WP_054019262.1_4507","gcl","ABFT21_RS22750","glyoxylate carboligase","WP_054019262.1"
"lcl_NZ_CP166677.1_cds_WP_054019261.1_4508","otnI","ABFT21_RS22755","2-oxo-tetronate isomerase","WP_054019261.1"
"lcl_NZ_CP166677.1_cds_WP_463938181.1_4509",NA,"ABFT21_RS22760","2-hydroxy-3-oxopropionate reductase","WP_463938181.1"
"lcl_NZ_CP166677.1_cds_WP_054019422.1_4510",NA,"ABFT21_RS22765","glycerate kinase type-2 family protein","WP_054019422.1"
"lcl_NZ_CP166677.1_cds_WP_197284599.1_4511",NA,"ABFT21_RS22770","YciI family protein","WP_197284599.1"
"lcl_NZ_CP166677.1_cds_WP_054019423.1_4512",NA,"ABFT21_RS22775","DUF6596 domain-containing protein","WP_054019423.1"
"lcl_NZ_CP166677.1_cds_WP_054019424.1_4513",NA,"ABFT21_RS22780","Bug family tripartite tricarboxylate transporter substrate binding protein","WP_054019424.1"
"lcl_NZ_CP166677.1_cds_WP_054019425.1_4514",NA,"ABFT21_RS22785","amidohydrolase family protein","WP_054019425.1"
"lcl_NZ_CP166677.1_cds_WP_054019426.1_4515",NA,"ABFT21_RS22790","tripartite tricarboxylate transporter substrate binding protein","WP_054019426.1"
"lcl_NZ_CP166677.1_cds_WP_054019427.1_4516",NA,"ABFT21_RS22795","GntR family transcriptional regulator","WP_054019427.1"
"lcl_NZ_CP166677.1_cds_WP_054019428.1_4517",NA,"ABFT21_RS22800","DMT family transporter","WP_054019428.1"
"lcl_NZ_CP166677.1_cds_WP_054019429.1_4518",NA,"ABFT21_RS22805","hypothetical protein","WP_054019429.1"
"lcl_NZ_CP166677.1_cds_WP_054019430.1_4519",NA,"ABFT21_RS22810","ABC transporter ATP-binding protein","WP_054019430.1"
"lcl_NZ_CP166677.1_cds_WP_054019431.1_4520",NA,"ABFT21_RS22815","ABC transporter permease","WP_054019431.1"
"lcl_NZ_CP166677.1_cds_WP_054019432.1_4521",NA,"ABFT21_RS22820","hypothetical protein","WP_054019432.1"
"lcl_NZ_CP166677.1_cds_WP_054019433.1_4522",NA,"ABFT21_RS22825","LysR family transcriptional regulator","WP_054019433.1"
"lcl_NZ_CP166677.1_cds_WP_054019434.1_4523",NA,"ABFT21_RS22830","hypothetical protein","WP_054019434.1"
"lcl_NZ_CP166677.1_cds_WP_054019435.1_4524",NA,"ABFT21_RS22835","HPF/RaiA family ribosome-associated protein","WP_054019435.1"
"lcl_NZ_CP166677.1_cds_WP_054019436.1_4525",NA,"ABFT21_RS22840","FadR/GntR family transcriptional regulator","WP_054019436.1"
"lcl_NZ_CP166677.1_cds_WP_054019437.1_4526",NA,"ABFT21_RS22845","beta/gamma crystallin-related protein","WP_054019437.1"
"lcl_NZ_CP166677.1_cds_WP_054019438.1_4527",NA,"ABFT21_RS22850","hypothetical protein","WP_054019438.1"
"lcl_NZ_CP166677.1_cds_WP_054019442.1_4528",NA,"ABFT21_RS22855","Bug family tripartite tricarboxylate transporter substrate binding protein","WP_054019442.1"
"lcl_NZ_CP166677.1_cds_WP_082368096.1_4529","gudD","ABFT21_RS22860","glucarate dehydratase","WP_082368096.1"
"lcl_NZ_CP166677.1_cds_WP_054019439.1_4530",NA,"ABFT21_RS22865","Bug family tripartite tricarboxylate transporter substrate binding protein","WP_054019439.1"
"lcl_NZ_CP166677.1_cds_WP_054019444.1_4531",NA,"ABFT21_RS22870","2-hydroxyacid dehydrogenase","WP_054019444.1"
"lcl_NZ_CP166677.1_cds_WP_054019440.1_4532",NA,"ABFT21_RS22875","HpcH/HpaI aldolase family protein","WP_054019440.1"
"lcl_NZ_CP166677.1_cds_WP_463938180.1_4533",NA,"ABFT21_RS22880","2-hydroxy-3-oxopropionate reductase","WP_463938180.1"
"lcl_NZ_CP166677.1_cds_WP_157548875.1_4534",NA,"ABFT21_RS22885","ATP-binding protein","WP_157548875.1"
"lcl_NZ_CP166677.1_cds_WP_054020223.1_4535",NA,"ABFT21_RS22890","hypothetical protein","WP_054020223.1"
"lcl_NZ_CP166677.1_cds_WP_197284631.1_4536",NA,"ABFT21_RS22895","hypothetical protein","WP_197284631.1"
"lcl_NZ_CP166677.1_cds_WP_054020221.1_4537",NA,"ABFT21_RS22900","YcaO-like family protein","WP_054020221.1"
"lcl_NZ_CP166677.1_cds_WP_054020220.1_4538",NA,"ABFT21_RS22905","radical SAM/SPASM domain-containing protein","WP_054020220.1"
"lcl_NZ_CP166677.1_cds_WP_054020219.1_4539",NA,"ABFT21_RS22910","hypothetical protein","WP_054020219.1"
"lcl_NZ_CP166677.1_cds_WP_054020218.1_4540",NA,"ABFT21_RS22915","B12-binding domain-containing radical SAM protein","WP_054020218.1"
"lcl_NZ_CP166677.1_cds_WP_054020217.1_4541",NA,"ABFT21_RS22920","helix-turn-helix domain-containing protein","WP_054020217.1"
"lcl_NZ_CP166677.1_cds_WP_054020216.1_4542",NA,"ABFT21_RS22925","AAA family ATPase","WP_054020216.1"
"lcl_NZ_CP166677.1_cds_WP_054020215.1_4543",NA,"ABFT21_RS22930","hypothetical protein","WP_054020215.1"
"lcl_NZ_CP166677.1_cds_WP_054020214.1_4544",NA,"ABFT21_RS22935","phospholipase effector Tle1 domain-containing protein","WP_054020214.1"
"lcl_NZ_CP166677.1_cds_WP_054020213.1_4545",NA,"ABFT21_RS22940","DUF2931 family protein","WP_054020213.1"
"lcl_NZ_CP166677.1_cds_WP_054020212.1_4546",NA,"ABFT21_RS22945","2Fe-2S iron-sulfur cluster-binding protein","WP_054020212.1"
"lcl_NZ_CP166677.1_cds_WP_054020211.1_4547","xdhC","ABFT21_RS22950","xanthine dehydrogenase accessory protein XdhC","WP_054020211.1"
"lcl_NZ_CP166677.1_cds_WP_054020210.1_4548","xdhB","ABFT21_RS22955","xanthine dehydrogenase molybdopterin binding subunit","WP_054020210.1"
"lcl_NZ_CP166677.1_cds_WP_054020209.1_4549","xdhA","ABFT21_RS22960","xanthine dehydrogenase small subunit","WP_054020209.1"
"lcl_NZ_CP166677.1_cds_WP_054020208.1_4550",NA,"ABFT21_RS22965","LysR family transcriptional regulator","WP_054020208.1"
"lcl_NZ_CP166677.1_cds_WP_054020207.1_4551","guaD","ABFT21_RS22970","guanine deaminase","WP_054020207.1"
"lcl_NZ_CP166677.1_cds_WP_054020240.1_4552",NA,"ABFT21_RS22975","ABC transporter ATP-binding protein","WP_054020240.1"
"lcl_NZ_CP166677.1_cds_WP_054020206.1_4553",NA,"ABFT21_RS22980","ABC transporter permease","WP_054020206.1"
"lcl_NZ_CP166677.1_cds_WP_054020205.1_4554",NA,"ABFT21_RS22985","ABC transporter permease","WP_054020205.1"
"lcl_NZ_CP166677.1_cds_WP_054020204.1_4555",NA,"ABFT21_RS22990","BMP family ABC transporter substrate-binding protein","WP_054020204.1"
"lcl_NZ_CP166677.1_cds_WP_054020203.1_4556",NA,"ABFT21_RS22995","Fic family protein","WP_054020203.1"
"lcl_NZ_CP166677.1_cds_WP_082368262.1_4557",NA,"ABFT21_RS23000","metal-dependent hydrolase","WP_082368262.1"
"lcl_NZ_CP166677.1_cds_WP_054020202.1_4558",NA,"ABFT21_RS23005","RcnB family protein","WP_054020202.1"
"lcl_NZ_CP166677.1_cds_WP_054020201.1_4559",NA,"ABFT21_RS23010","hypothetical protein","WP_054020201.1"
